지점,지점명,일시,평균기온(°C),평균최고기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr),합계 일사량(MJ/m2)
119,수원,Mar-21,8.1,14.6,102.8,221.4,457.07
119,수원,Apr-21,13.5,19.4,106.4,226.8,541.96
119,수원,May-21,16.5,21.8,179.2,208.6,544.33
119,수원,Jun-21,22.5,27.7,50.1,225.3,575.34
119,수원,Jul-21,27.7,32.5,134.4,242.6,608.7
119,수원,Aug-21,25.7,29.9,161.1,150.4,426.72
119,수원,Sep-21,22.6,27.1,164.1,190.1,428.47
119,수원,Oct-21,15.6,21,36,205.3,366.94
119,수원,Nov-21,7.9,13.5,104.2,183.7,261.76
119,수원,Dec-21,0.7,5.7,12.3,189.8,244.23
119,수원,Jan-22,-2.2,3.1,3.9,219.2,302.75
119,수원,Feb-22,-1.1,4.1,4,227.2,369.63
119,수원,Mar-22,7.1,12.8,74.7,185.5,411.98
119,수원,Apr-22,13.5,20,42.4,256.8,593.27
119,수원,May-22,18.1,24.2,13.4,317.2,731.25
119,수원,Jun-22,23.1,27.7,472.1,162.1,465.63
119,수원,Jul-22,27.1,31.2,243,196.1,543.26
119,수원,Aug-22,25.5,29.2,640.8,145.7,413.62
119,수원,Sep-22,22.1,27.5,190.1,215.3,470.32
119,수원,Oct-22,14.3,19.9,108.5,236.2,408.29
119,수원,Nov-22,9.5,15.7,51.4,200.6,284.86
119,수원,Dec-22,-3.9,0.8,19.7,202.8,257.28
119,수원,Jan-23,-2.1,3,38.9,201.3,286.68
119,수원,Feb-23,1.6,7.2,0.7,196.6,360.11
119,수원,Mar-23,8.5,15.9,5.5,245.7,520.65
119,수원,Apr-23,13,18.8,67.4,188.9,512.8
119,수원,May-23,18.3,24.3,120.3,235.2,617.13
119,수원,Jun-23,22.4,27.4,131.5,214.7,595.79
119,수원,Jul-23,25.9,29.9,490.5,164.8,497.13
119,수원,Aug-23,26.7,30.9,200.7,194.1,535.43
119,수원,Sep-23,23.1,27.5,135.6,169,426.86
119,수원,Oct-23,14.9,20.9,35.8,216.4,415.63
119,수원,Nov-23,6.7,11.9,99,175.3,276.07
119,수원,Dec-23,1.1,5.7,83.5,143.3,216.74
119,수원,Jan-24,-0.6,3.7,21.2,170.7,265.75
119,수원,Feb-24,3.4,8.1,74.8,104.4,245.95
119,수원,Mar-24,6.5,11.9,30.2,212.3,472.32
119,수원,Apr-24,15,21.4,55,215.5,551.23
119,수원,May-24,17.2,23,109.4,266.5,680.16
119,수원,Jun-24,22.9,28.8,137.5,295,712.7
119,수원,Jul-24,26.1,29.7,403.3,114.8,439.49
119,수원,Aug-24,28.4,33,127.6,216.8,581.56
119,수원,Sep-24,25.1,29.6,219.4,183.8,455.02
119,수원,Oct-24,16.1,21.1,97.2,174,363.49
119,수원,Nov-24,9,14.9,98.1,186.4,290.06
119,수원,Dec-24,0.2,5,4.5,197.2,271.6
121,영월,Jan-15,-1.9,3.9,13.3,142.4,
121,영월,Feb-15,0.3,6.6,16.5,133.8,
121,영월,Mar-15,5.9,13.6,24.9,257.8,
121,영월,Apr-15,12.2,19.2,60.7,187.2,
121,영월,May-15,18.8,27,19.2,292.6,
121,영월,Jun-15,22.4,30.4,78.5,237.6,
121,영월,Jul-15,24.1,29.3,206.5,157.8,
121,영월,Aug-15,24.2,30.4,67.3,191.3,
121,영월,Sep-15,19.3,26.7,20.3,207.2,
121,영월,Oct-15,13.3,20.7,53.9,216.4,
121,영월,Nov-15,8.7,12.9,88,68.5,
121,영월,Dec-15,1.2,6.2,26.9,145.7,
121,영월,Jan-16,-3,2.3,3.4,185.3,
121,영월,Feb-16,0,5.9,54.5,189.9,
121,영월,Mar-16,6.2,13.4,21.1,207.3,
121,영월,Apr-16,13.6,21.2,83.4,211.1,
121,영월,May-16,17.6,25.6,51.6,270.4,
121,영월,Jun-16,22,28.9,46.4,198.7,
121,영월,Jul-16,23.9,29.2,360.6,141.9,
121,영월,Aug-16,25.3,31.5,107.5,204.9,
121,영월,Sep-16,20.6,26,45.7,110.7,
121,영월,Oct-16,14.7,20.3,95.3,138.1,
121,영월,Nov-16,6.3,12.2,19.8,147.5,
121,영월,Dec-16,1.2,6.6,51.1,140.1,
121,영월,Jan-17,-1.7,4.1,14.7,189.7,
121,영월,Feb-17,0.2,6.3,28.9,212,
121,영월,Mar-17,5.6,12.6,24.1,206.1,
121,영월,Apr-17,13.5,20.7,71.4,241.5,
121,영월,May-17,18,25.8,21.5,266.6,
121,영월,Jun-17,21.1,28.7,55,242.5,
121,영월,Jul-17,24.9,29.2,402.1,119.9,
121,영월,Aug-17,23.7,28.6,272.8,133.8,
121,영월,Sep-17,18.6,25.1,32.8,194.4,
121,영월,Oct-17,14,20.9,22,163.9,
121,영월,Nov-17,4.5,10.7,27.9,172.1,
121,영월,Dec-17,-2.6,2.5,22.9,190.4,
121,영월,Jan-18,-4,1.2,11.3,191.7,
121,영월,Feb-18,-2,4.3,22.4,199.1,
121,영월,Mar-18,7.4,14.1,56.5,214,
121,영월,Apr-18,12.6,19.9,116.5,219.6,
121,영월,May-18,16.9,23.5,135.9,201.4,
121,영월,Jun-18,21.8,29.1,84,204.3,
121,영월,Jul-18,25.7,31.8,238.1,227.7,
121,영월,Aug-18,26,32.3,316.8,181.7,
121,영월,Sep-18,18.6,24.7,165,147.3,
121,영월,Oct-18,10.8,17.8,119.1,178,
121,영월,Nov-18,6,12.6,58.3,145.4,
121,영월,Dec-18,-1.4,4.5,36.9,190.4,
121,영월,Jan-19,-2.1,4.6,0.7,220,
121,영월,Feb-19,1.2,7.4,34.3,187.5,
121,영월,Mar-19,6.1,13,42.5,173.7,
121,영월,Apr-19,11.3,18.5,56.7,170.1,
121,영월,May-19,18.1,26.4,20.9,225.1,
121,영월,Jun-19,20.9,28,126.9,211.4,
121,영월,Jul-19,23.8,29.6,128.7,138.3,
121,영월,Aug-19,24.8,30.7,118.4,201.9,
121,영월,Sep-19,20.4,26.1,127.5,122.4,
121,영월,Oct-19,14.2,20.6,98.9,158.8,
121,영월,Nov-19,6.5,13.7,56.7,157.1,
121,영월,Dec-19,0.1,5.6,18.2,150.9,
121,영월,Jan-20,0.8,6.8,63.1,154.9,
121,영월,Feb-20,2.1,8.2,47.1,187.9,
121,영월,Mar-20,7.4,14.6,21.3,244.8,
121,영월,Apr-20,10.3,18,18.1,258.4,
121,영월,May-20,17.2,24.3,88,207.5,
121,영월,Jun-20,22.9,29.8,53.1,211.2,
121,영월,Jul-20,22.5,27.9,248.4,124.7,
121,영월,Aug-20,25,29.8,606.5,107.6,
121,영월,Sep-20,18.7,24.4,139.6,141.7,
121,영월,Oct-20,11.8,19.4,10.5,205.2,
121,영월,Nov-20,6.8,13.5,38.4,185.4,
121,영월,Dec-20,-2.2,4.2,10,195.7,
121,영월,Jan-21,-3,3.4,13.1,189,
121,영월,Feb-21,2.2,9.1,9.4,203.8,
121,영월,Mar-21,8.2,15,93.8,204.4,
121,영월,Apr-21,12.7,20.2,95.8,214.2,
121,영월,May-21,15.4,21.8,154.3,182.9,
121,영월,Jun-21,21,27.4,141,195.3,
121,영월,Jul-21,25.4,31.8,180.2,222.6,
121,영월,Aug-21,23.3,28.7,192.6,116.5,
121,영월,Sep-21,19.9,25.8,136.9,163.4,
121,영월,Oct-21,13.5,20.2,44.8,155.7,
121,영월,Nov-21,6.6,13.3,40.8,167.5,
121,영월,Dec-21,0.1,5.8,3.7,180.2,
121,영월,Jan-22,-2.5,3.8,1.2,206.5,
121,영월,Feb-22,-1.5,4.9,3.6,226.4,
121,영월,Mar-22,6.8,13.9,68.7,182.4,
121,영월,Apr-22,13.4,21.5,30.8,249.6,
121,영월,May-22,17.3,25.5,10.5,274.2,
121,영월,Jun-22,22.1,29.1,194.8,171.8,
121,영월,Jul-22,25.1,30.7,274.3,174.7,
121,영월,Aug-22,23.7,27.9,442.4,116,0
121,영월,Sep-22,19.5,26.4,115.8,173.3,
121,영월,Oct-22,12.3,19.6,78.3,159.1,
121,영월,Nov-22,7.5,15.4,53.9,171.4,
121,영월,Dec-22,-4.2,1.5,14.4,170.3,
121,영월,Jan-23,-2.8,3.4,28.1,189.7,
121,영월,Feb-23,1.4,8.3,3,187.6,
121,영월,Mar-23,8.7,17.2,16.7,250.5,
121,영월,Apr-23,12.4,19.8,52.3,190.2,
121,영월,May-23,17.4,25.1,119.2,225,
121,영월,Jun-23,21.9,28.4,180.8,215.4,
121,영월,Jul-23,24.7,30,491.5,152.9,
121,영월,Aug-23,25.4,31.1,290.1,180.5,
121,영월,Sep-23,21.3,27,166.8,166.6,
121,영월,Oct-23,12.5,19.6,21.2,170.9,
121,영월,Nov-23,5.9,12.4,37.3,185,
121,영월,Dec-23,0,5.6,100.5,150.4,
121,영월,Jan-24,-0.6,4.5,21.1,165,
121,영월,Feb-24,3,8.8,66.4,105.7,
121,영월,Mar-24,6.3,12.9,45.6,202.2,
121,영월,Apr-24,15,22.7,40.2,200.5,
121,영월,May-24,17,24.7,114.7,282,
121,영월,Jun-24,22.2,29.6,143.6,267.3,
121,영월,Jul-24,25,29.4,495.3,134.7,
121,영월,Aug-24,26.8,33.1,58.6,239.4,
121,영월,Sep-24,23.1,29,177.4,178,
121,영월,Oct-24,14.6,20.6,120.5,135.6,
121,영월,Nov-24,8.3,15,31.2,168.6,
121,영월,Dec-24,-0.5,4.8,2.1,203.7,
127,충주,Jan-15,-1.7,3.4,15.6,164.8,
127,충주,Feb-15,0.6,6.2,22.8,167.9,
127,충주,Mar-15,5.6,13.2,31.7,270.7,
127,충주,Apr-15,12.5,19,88.9,187.5,
127,충주,May-15,18.5,26,23,296.3,
127,충주,Jun-15,23,29.4,75,245.8,
127,충주,Jul-15,25,29.7,181.6,164.3,
127,충주,Aug-15,25.3,30.8,71.8,200.9,
127,충주,Sep-15,19.9,27,33.8,212.6,
127,충주,Oct-15,13.4,21,60.2,211.6,
127,충주,Nov-15,8.7,12.8,89.9,56.5,
127,충주,Dec-15,1.2,6.2,37.5,127.5,
127,충주,Jan-16,-3.2,2.2,1.8,164.1,
127,충주,Feb-16,-0.1,6,50.1,176.3,
127,충주,Mar-16,6.4,13.3,11.9,182.2,
127,충주,Apr-16,14.1,21.7,97.3,189,
127,충주,May-16,18.8,26.6,70,248.4,
127,충주,Jun-16,23.3,29.3,38.9,215.5,
127,충주,Jul-16,25.7,30.5,374.4,154.8,
127,충주,Aug-16,26.8,32.6,44,222.5,
127,충주,Sep-16,21.5,26.9,60.8,120.1,
127,충주,Oct-16,14.8,20.5,102.6,104.8,
127,충주,Nov-16,5.9,12.2,22.9,129.9,
127,충주,Dec-16,0.6,6.4,42.4,128.3,
127,충주,Jan-17,-2.5,3.4,18,171.3,
127,충주,Feb-17,-0.2,5.9,36.2,200.7,
127,충주,Mar-17,5.5,12.5,22.5,223.8,
127,충주,Apr-17,13.5,21,71.4,245.3,
127,충주,May-17,18.7,26.4,32.2,294.4,
127,충주,Jun-17,22.4,29.4,43.7,258.4,
127,충주,Jul-17,26.3,30.5,464.3,112,
127,충주,Aug-17,25.1,29.6,257.9,161.8,
127,충주,Sep-17,19.6,26.2,62.4,207.1,
127,충주,Oct-17,14.3,21,21.2,171.9,
127,충주,Nov-17,4.4,11,17.6,170.3,
127,충주,Dec-17,-2.8,2.6,25.5,169.8,
127,충주,Jan-18,-4.7,0.4,14.3,162.1,
127,충주,Feb-18,-2.5,4.2,35.8,195.8,
127,충주,Mar-18,7.5,14.3,75.1,197.9,
127,충주,Apr-18,12.8,20.2,107.9,215.3,
127,충주,May-18,17.9,24.3,180,206.5,
127,충주,Jun-18,22.7,29,63.7,225.6,
127,충주,Jul-18,27.2,32.8,149.1,246.2,
127,충주,Aug-18,27.6,33.4,353.3,195.4,
127,충주,Sep-18,19.9,25.9,184.9,185.8,
127,충주,Oct-18,11.1,18.4,96,186.9,
127,충주,Nov-18,5.9,13.2,50,160.3,
127,충주,Dec-18,-1.8,4.3,39,170.5,
127,충주,Jan-19,-2.6,4.4,4.1,204.4,
127,충주,Feb-19,0.4,6.5,29,182.4,
127,충주,Mar-19,6,13,27.9,200.7,
127,충주,Apr-19,11.4,18.2,58.5,203.4,
127,충주,May-19,18.3,26.5,15.4,298.6,
127,충주,Jun-19,21.7,27.7,59.6,211.9,
127,충주,Jul-19,25,29.9,161.4,138.4,
127,충주,Aug-19,26,31.1,102.6,211.4,
127,충주,Sep-19,21.1,26.3,165.9,131.2,
127,충주,Oct-19,14.2,20.5,59,178.1,
127,충주,Nov-19,6.2,13.4,84.6,162.8,
127,충주,Dec-19,-0.1,5.3,27.5,138.6,
127,충주,Jan-20,0.6,6.2,60.2,142.8,
127,충주,Feb-20,1.8,7.7,61.9,178.7,
127,충주,Mar-20,7,14.2,20.7,240.5,
127,충주,Apr-20,10.2,17.7,25.9,273.2,
127,충주,May-20,17.8,24,109.7,213.6,
127,충주,Jun-20,23.4,29.2,112.1,201.7,
127,충주,Jul-20,23.1,27.3,352.2,106.3,
127,충주,Aug-20,26.1,30.4,505.6,120,
127,충주,Sep-20,19.6,24.9,146.4,172.4,
127,충주,Oct-20,11.8,19.3,10.7,220.9,
127,충주,Nov-20,6.5,13.1,30,172.9,
127,충주,Dec-20,-2.7,3.6,11.1,179,
127,충주,Jan-21,-3.6,2.7,13.6,179.7,
127,충주,Feb-21,1.7,8.4,12.3,197.3,
127,충주,Mar-21,8.1,14.9,80.5,213.9,
127,충주,Apr-21,13.1,19.7,63.4,227.9,
127,충주,May-21,16.2,22.2,178.4,192.9,
127,충주,Jun-21,22.1,27.6,130.4,194.6,
127,충주,Jul-21,26.4,31.7,310.7,226.8,
127,충주,Aug-21,24.4,28.8,239.9,143.1,
127,충주,Sep-21,21,26,240.3,185.5,
127,충주,Oct-21,13.8,20.3,45.5,176.9,
127,충주,Nov-21,6.4,13.2,44.9,156.6,82.19
127,충주,Dec-21,-0.5,5.3,5.6,165.6,239.22
127,충주,Jan-22,-3.4,3,2,204.5,293.83
127,충주,Feb-22,-2,4.4,4.3,222.9,365.92
127,충주,Mar-22,6.7,13.2,79.9,186.1,406.57
127,충주,Apr-22,13.4,21.1,45.8,266.5,613.94
127,충주,May-22,17.8,25.3,8.6,304.8,755.72
127,충주,Jun-22,22.9,28.3,219,173.5,555.56
127,충주,Jul-22,26,30.5,350.5,160.5,528.94
127,충주,Aug-22,25,28.8,457.3,117,404.34
127,충주,Sep-22,20.5,26.7,102,212.4,496.31
127,충주,Oct-22,12.7,19.5,96.5,202.1,392.43
127,충주,Nov-22,7.6,15.2,79.5,189.4,280.53
127,충주,Dec-22,-4.8,0.8,18.8,163.1,228
127,충주,Jan-23,-3.1,3.1,23,180.9,274.01
127,충주,Feb-23,0.9,7.4,3.3,179.2,323.11
127,충주,Mar-23,8.6,17,16.7,244.8,490.01
127,충주,Apr-23,13,19.7,32.1,192.5,504.87
127,충주,May-23,18.4,24.9,123.8,239.6,640.5
127,충주,Jun-23,22.8,28.4,239.6,196.8,625.46
127,충주,Jul-23,25.9,30.4,554.2,139.3,503.5
127,충주,Aug-23,26.5,31.4,248,172.2,534.16
127,충주,Sep-23,22.4,27.3,242.5,173.1,455.14
127,충주,Oct-23,13,20.1,31.3,191.4,404.91
127,충주,Nov-23,6,12.2,50.8,178.4,286.64
127,충주,Dec-23,0.3,5.6,96.3,129.3,202.23
127,충주,Jan-24,-1.2,3.6,34.6,145.1,238.45
127,충주,Feb-24,3.1,8.1,86.6,97.1,235.03
127,충주,Mar-24,6.1,12.5,50.8,194.1,430.61
127,충주,Apr-24,15.5,22.4,59,203.3,528.64
127,충주,May-24,17.7,24.7,128.7,274.8,708.06
127,충주,Jun-24,23,29.5,126.1,252,682.89
127,충주,Jul-24,26.5,30.6,503.2,114,465.56
127,충주,Aug-24,28,33,71.4,233.2,605.88
127,충주,Sep-24,24.5,29.8,211.4,176.1,460.15
127,충주,Oct-24,15.1,20.8,122.8,147.6,335.21
127,충주,Nov-24,8,14.8,49.1,165.8,274.27
127,충주,Dec-24,-0.9,4.6,4.3,170.4,255.75
129,서산,Jan-15,-0.4,4.3,20.7,174.3,221.31
129,서산,Feb-15,1,6,23.1,164.6,246.31
129,서산,Mar-15,4.9,12.2,20.6,262.1,438.73
129,서산,Apr-15,11.9,17.6,116.8,194.1,392.78
129,서산,May-15,16.8,23.3,40.6,280.8,577.75
129,서산,Jun-15,21.3,26.9,64.1,228.8,504.14
129,서산,Jul-15,24.1,28.2,158.5,169.3,417.59
129,서산,Aug-15,24.9,29.6,63.1,204.6,397.7
129,서산,Sep-15,20.7,26.9,15.1,241.6,387.2
129,서산,Oct-15,14.8,21.2,73.1,229.5,306.14
129,서산,Nov-15,9.5,13.3,156.6,82.4,130.49
129,서산,Dec-15,2.8,7.2,63.6,152.3,163.49
129,서산,Jan-16,-1.6,2.3,21.9,155.4,190.11
129,서산,Feb-16,0.6,5.5,61.7,189.3,244.88
129,서산,Mar-16,5.9,12,24.3,247.8,390.83
129,서산,Apr-16,12.5,19.6,87,210.8,399.34
129,서산,May-16,17.9,24.3,153.7,277.8,512.02
129,서산,Jun-16,21.9,27,36.8,219.3,452.16
129,서산,Jul-16,25.2,29.3,295.6,177.6,381.47
129,서산,Aug-16,26.4,31.8,34,240.1,442.18
129,서산,Sep-16,21.7,26.8,53.1,169.9,320.72
129,서산,Oct-16,15.3,20.4,73.8,161.5,256.81
129,서산,Nov-16,7.2,12.2,17.5,172.5,204.22
129,서산,Dec-16,2.2,7.2,62.7,160.9,181.16
129,서산,Jan-17,-1.2,3.8,21.3,177.6,211.19
129,서산,Feb-17,-0.4,5,31.4,203.7,270.76
129,서산,Mar-17,4.5,11.5,4.8,260.1,409.2
129,서산,Apr-17,12,18.8,38.9,260.9,461.91
129,서산,May-17,17.4,23.8,27.9,304.4,545.47
129,서산,Jun-17,21.2,27,23.3,264.4,504.07
129,서산,Jul-17,25.8,29.3,327.8,112.3,298.6
129,서산,Aug-17,25.2,29.6,231.3,182.9,373.33
129,서산,Sep-17,20.6,26.4,37.6,245.7,388.27
129,서산,Oct-17,15,20.8,25.5,213.8,343.35
129,서산,Nov-17,6.2,11.5,24.7,211.9,179.22
129,서산,Dec-17,-0.4,4.1,35.9,187,134.77
129,서산,Jan-18,-3.2,1.1,21,178.8,218.43
129,서산,Feb-18,-1.7,3.5,40.5,206.3,358.79
129,서산,Mar-18,6.7,12.4,76.6,206.6,466.24
129,서산,Apr-18,11.7,17.6,132.8,235.3,559.79
129,서산,May-18,17.1,22.3,147.7,233.8,601.27
129,서산,Jun-18,21.6,27.2,162.3,237.5,616.93
129,서산,Jul-18,26.5,31.4,152.9,279.3,647.24
129,서산,Aug-18,27.4,32.4,156.8,255.4,584.81
129,서산,Sep-18,20.3,25.3,82.7,214.2,503.01
129,서산,Oct-18,12.3,18.9,153.2,246.5,431.79
129,서산,Nov-18,7.4,13.6,73.9,179.7,281.11
129,서산,Dec-18,0.6,5.2,26.8,186.6,263.7
129,서산,Jan-19,-1.1,4.7,1.1,207.3,304.63
129,서산,Feb-19,0.4,6.3,30.2,179.4,339.94
129,서산,Mar-19,5.8,12.3,43.7,227.2,495.7
129,서산,Apr-19,11,17.5,43.9,207.8,546.94
129,서산,May-19,17.3,24.3,20.1,312.1,764.29
129,서산,Jun-19,20.9,26.1,56.3,218.9,587.13
129,서산,Jul-19,24.6,28.8,174.5,180.2,513.66
129,서산,Aug-19,25.9,30.8,121.1,241.3,555.03
129,서산,Sep-19,21.6,26.5,181.1,148.6,383.57
129,서산,Oct-19,15.5,21.4,81,220.5,392.7
129,서산,Nov-19,7.8,14.1,124.6,185.2,283.84
129,서산,Dec-19,2.4,7,37.4,162.7,227.78
129,서산,Jan-20,1.8,6.8,46,161.7,246.97
129,서산,Feb-20,2.5,8.2,72.3,196.2,339.88
129,서산,Mar-20,6.5,12.8,23,254.5,537.7
129,서산,Apr-20,9.8,16.2,20.7,300.7,657.93
129,서산,May-20,16.9,22.8,101.3,215.4,588.74
129,서산,Jun-20,22.1,27.6,144,216.8,586.87
129,서산,Jul-20,23,27.5,329.4,129.7,451.99
129,서산,Aug-20,26.2,29.9,400,129.5,399.75
129,서산,Sep-20,20.5,25.6,257.7,202.3,446.41
129,서산,Oct-20,13.3,20.1,12.6,240.1,425.32
129,서산,Nov-20,8,13.5,72,169.9,265.55
129,서산,Dec-20,0.5,5.4,9.7,168.5,239.48
129,서산,Jan-21,-1.8,3.1,25.3,170.8,245.61
129,서산,Feb-21,2.5,7.8,9.6,192.8,337.31
129,서산,Mar-21,7.5,14.4,112.8,217.7,471.69
129,서산,Apr-21,12.8,19.3,110.6,226.3,556.5
129,서산,May-21,16.2,21.9,132.3,215.5,569.78
129,서산,Jun-21,21.9,27.1,70.9,219.8,592.97
129,서산,Jul-21,26.7,31.9,121.6,251.7,630.42
129,서산,Aug-21,25.2,30.1,217.8,170.5,457.9
129,서산,Sep-21,21.9,26.9,206,197,447.01
129,서산,Oct-21,15.2,21.5,55.9,213.4,393.01
129,서산,Nov-21,8.2,14.4,126.2,183.3,268.56
129,서산,Dec-21,1.6,6.9,18.3,159.7,231.07
129,서산,Jan-22,-2.2,3.3,8.6,198.9,308.72
129,서산,Feb-22,-1.1,4.1,4.7,192.8,361.22
129,서산,Mar-22,6.1,11.8,72.1,164.1,423.03
129,서산,Apr-22,12.3,18.5,52.2,246.4,620.57
129,서산,May-22,16.8,22.7,2.9,315.6,777.46
129,서산,Jun-22,22.3,26.6,352.4,146.7,494.71
129,서산,Jul-22,26.2,30.4,178.4,183.7,583.08
129,서산,Aug-22,24.9,28.3,468.7,139.8,438.53
129,서산,Sep-22,21.2,26.8,165.9,186.2,485.48
129,서산,Oct-22,13.7,19.5,160,215.5,414.51
129,서산,Nov-22,9.3,16.1,72.9,185.3,296.48
129,서산,Dec-22,-1.9,2.9,31.9,143.6,229.88
129,서산,Jan-23,-1.3,3.9,30.5,179.6,281.44
129,서산,Feb-23,1.1,6.7,0.1,196.8,359.64
129,서산,Mar-23,7.6,14.6,6.4,240.5,522.76
129,서산,Apr-23,12.5,18.6,54.6,197.4,524.1
129,서산,May-23,17.9,23.6,132.9,225.7,611.87
129,서산,Jun-23,22.1,27.1,138.1,214.8,611.71
129,서산,Jul-23,25.8,29.3,507,159.2,492.09
129,서산,Aug-23,26.6,31.1,225,214.1,560.71
129,서산,Sep-23,22.8,27.4,166.1,153.3,424.35
129,서산,Oct-23,15,20.9,39.6,214.5,423.35
129,서산,Nov-23,7.6,12.3,122.9,133.1,254.29
129,서산,Dec-23,2.1,6.3,106.5,91.9,192.09
129,서산,Jan-24,0,4.3,34.4,145,254.83
129,서산,Feb-24,3.1,7.7,86.4,101.5,255.38
129,서산,Mar-24,6,11.7,26.1,214.5,481.26
129,서산,Apr-24,14.4,21,45,202.2,541.27
129,서산,May-24,16.8,22.4,157.4,272.1,686.56
129,서산,Jun-24,22.7,28.4,120.4,281.7,714.29
129,서산,Jul-24,26,29.2,556.1,115.9,452.91
129,서산,Aug-24,28.2,32.7,197.6,220.4,560.22
129,서산,Sep-24,25.1,29.9,354.2,175,452.55
129,서산,Oct-24,16.1,21.3,150.3,172.2,361.52
129,서산,Nov-24,9.4,15.3,62.1,181.4,301
129,서산,Dec-24,1.5,6.1,16.1,146.5,247.94
130,울진,Jan-15,2.3,6.9,29.8,191.9,
130,울진,Feb-15,3,7.9,13.6,195.6,
130,울진,Mar-15,7.3,12.7,29.1,276,
130,울진,Apr-15,11.8,17,78.8,187.9,
130,울진,May-15,17.6,23.4,8,300.3,
130,울진,Jun-15,18.9,22.4,99.1,202,
130,울진,Jul-15,22.2,25.8,120.2,202.3,
130,울진,Aug-15,24.3,28,125.4,208,
130,울진,Sep-15,19.5,23.3,38.1,199.2,
130,울진,Oct-15,15.3,20.7,10.7,253.5,
130,울진,Nov-15,10.3,13.9,249.3,94,
130,울진,Dec-15,5.3,10,17,165.6,
130,울진,Jan-16,0.8,6.1,12.8,208.5,
130,울진,Feb-16,2.6,7.2,40.6,215.5,
130,울진,Mar-16,7.1,11.8,26.8,203.3,
130,울진,Apr-16,12.5,17.5,103.8,204,
130,울진,May-16,16.6,22.4,18,294.3,
130,울진,Jun-16,20.4,24.1,45.4,214.3,
130,울진,Jul-16,23,26.3,323.9,158,
130,울진,Aug-16,24.9,28.4,114.3,240.1,
130,울진,Sep-16,20.6,23.8,243,122.6,
130,울진,Oct-16,15.6,19.7,96.7,144.3,
130,울진,Nov-16,9.1,14.5,58.4,177.8,
130,울진,Dec-16,5.5,10.8,112.6,181.7,
130,울진,Jan-17,2.1,7.3,60.4,211.9,
130,울진,Feb-17,3.6,9,19.1,217.7,
130,울진,Mar-17,6.6,11.6,30.5,210.7,
130,울진,Apr-17,13.8,19.3,55.5,240,
130,울진,May-17,18.2,23.3,28.5,279.8,
130,울진,Jun-17,19.2,23,22.4,269.2,
130,울진,Jul-17,24.8,28.6,131.2,170.7,
130,울진,Aug-17,24.1,27.4,267.1,146.8,
130,울진,Sep-17,20.5,24.9,92.8,212.8,
130,울진,Oct-17,15.3,19.5,133.9,133.9,
130,울진,Nov-17,8.9,14.5,8.1,203,
130,울진,Dec-17,1.5,7.1,8,226.5,
130,울진,Jan-18,0.1,5.4,9.8,206.5,
130,울진,Feb-18,0.8,6.3,32.2,209.5,
130,울진,Mar-18,8.8,13.9,130.6,215.3,
130,울진,Apr-18,13.6,19.4,167.1,236.3,
130,울진,May-18,16.4,20.7,46.2,192.9,
130,울진,Jun-18,20.2,25,27,204.1,
130,울진,Jul-18,24.7,28.1,229,235.4,
130,울진,Aug-18,25.5,28.9,211.3,172,
130,울진,Sep-18,19.9,24,143.7,136.3,
130,울진,Oct-18,13.5,19,336.1,205.7,
130,울진,Nov-18,8.9,14.4,82.9,163.2,
130,울진,Dec-18,3.2,8.5,20.3,206.4,
130,울진,Jan-19,2.9,8.8,15.6,240.6,
130,울진,Feb-19,4.3,8.9,19.9,204,
130,울진,Mar-19,8.7,14.1,47.9,245.4,
130,울진,Apr-19,11.6,16.4,106.2,220.7,
130,울진,May-19,18.1,23.5,17.5,284.5,
130,울진,Jun-19,19.3,23.5,142.1,240,
130,울진,Jul-19,24.2,28,135.9,194.5,
130,울진,Aug-19,25.1,28.9,140.5,214.8,
130,울진,Sep-19,21.1,24.9,184.5,128.9,
130,울진,Oct-19,16.2,20.9,661.3,165.4,
130,울진,Nov-19,10.1,15.5,94.5,185.6,
130,울진,Dec-19,5.1,10.6,15.3,204.8,
130,울진,Jan-20,4.4,8.9,103,165,
130,울진,Feb-20,4.9,9.9,64.8,201.4,
130,울진,Mar-20,8.3,13.3,35.8,243,
130,울진,Apr-20,11.4,16.8,54.3,263.1,
130,울진,May-20,17.2,21.7,58.9,244.3,
130,울진,Jun-20,21.1,25.4,126.9,238.7,
130,울진,Jul-20,20.8,24,482.7,130,
130,울진,Aug-20,25.5,29.2,148.9,150.6,
130,울진,Sep-20,20,24.2,236.3,177.5,
130,울진,Oct-20,14.3,19.5,1.9,220.5,
130,울진,Nov-20,10.1,15.3,21.3,199,
130,울진,Dec-20,2.4,8.3,1.4,229.2,
130,울진,Jan-21,0.6,5.9,7.2,212.1,
130,울진,Feb-21,4.8,10.3,3.1,211.1,
130,울진,Mar-21,8.9,13.5,106.6,205.8,
130,울진,Apr-21,12.1,16.6,76.2,223.9,
130,울진,May-21,16,20.7,137.2,205.4,
130,울진,Jun-21,19.9,23.5,49.5,190,
130,울진,Jul-21,24.7,28.1,120.2,233.7,
130,울진,Aug-21,24,27.5,291.3,134.4,
130,울진,Sep-21,21,25,142.7,158.4,
130,울진,Oct-21,15.7,20.7,201.2,182.5,
130,울진,Nov-21,10,15.9,18.1,209.4,
130,울진,Dec-21,3.8,9.7,5.6,220.4,
