지점,지점명,일시,평균기온(°C),평균최고기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr),합계 일사량(MJ/m2)
236,부여,Jul-23,25.8,30.1,880.3,138.2,
236,부여,Aug-23,26.9,32,300.6,200.1,
236,부여,Sep-23,22.8,27.9,303,152.4,
236,부여,Oct-23,14.5,21.9,16.7,202.8,
236,부여,Nov-23,7.5,13.5,58.1,167.5,
236,부여,Dec-23,2.3,7.4,122.2,112.2,
236,부여,Jan-24,0.4,5.9,43.9,154.4,
236,부여,Feb-24,3.9,9.2,135.8,102.7,
236,부여,Mar-24,6.7,13.3,49.8,198.4,
236,부여,Apr-24,15.1,22,58.7,199.9,
236,부여,May-24,17.6,24.7,134,268.3,
236,부여,Jun-24,23,29.6,91.2,255.9,
236,부여,Jul-24,26.5,30.4,568.9,113.9,
236,부여,Aug-24,28.3,33.6,40.8,226.4,
236,부여,Sep-24,25.5,31,162.6,196.8,
236,부여,Oct-24,15.8,21.4,84.5,140,
236,부여,Nov-24,9.2,16.2,46,175.6,
236,부여,Dec-24,1.1,6.7,16.1,154.7,
238,금산,Jan-15,-1,4.5,37.6,153.7,
238,금산,Feb-15,1,6.4,23.4,148.6,
238,금산,Mar-15,5.8,13.3,46.6,241.4,
238,금산,Apr-15,12.4,18.8,93.5,158.6,
238,금산,May-15,18.3,25.8,29.5,264.3,
238,금산,Jun-15,21.8,28.2,143.7,170.1,
238,금산,Jul-15,24.4,29.3,162.3,147.9,
238,금산,Aug-15,24.5,30.4,83.6,169.7,
238,금산,Sep-15,19.4,26.6,18.6,185.7,
238,금산,Oct-15,13.3,21.7,93.5,210.1,
238,금산,Nov-15,9,13.5,109.6,50.4,
238,금산,Dec-15,1.9,7.5,35.7,121.7,
238,금산,Jan-16,-2.3,2.9,11.1,144.5,
238,금산,Feb-16,0.3,6.5,46,167,
238,금산,Mar-16,5.9,13.3,54.5,225.6,
238,금산,Apr-16,13.5,21.2,171.7,193.8,
238,금산,May-16,18.1,25.9,70.5,266.5,
238,금산,Jun-16,22.3,28.2,87.4,177.4,
238,금산,Jul-16,25.8,30.9,377.9,166.5,
238,금산,Aug-16,26.2,32.6,105.6,216.1,
238,금산,Sep-16,21,26.4,160.9,111.3,
238,금산,Oct-16,14.6,20.5,157.2,106.2,
238,금산,Nov-16,5.7,12.5,33.2,154,
238,금산,Dec-16,1,7.1,49.6,141.2,
238,금산,Jan-17,-2,4.9,13.6,176.9,
238,금산,Feb-17,0.1,6.8,54.6,199.5,
238,금산,Mar-17,4.9,12.3,29.8,219.6,
238,금산,Apr-17,13,20.5,76.1,236.3,
238,금산,May-17,17.5,25.5,31.8,271.6,
238,금산,Jun-17,21.7,28.6,48.3,234.9,
238,금산,Jul-17,26.1,30.7,305.5,109.2,
238,금산,Aug-17,24.6,30,222.3,157.3,
238,금산,Sep-17,19.1,25.8,105.6,173.5,
238,금산,Oct-17,13.6,20.6,35.1,139.8,
238,금산,Nov-17,4.8,12.2,15.6,170.2,
238,금산,Dec-17,-1.8,4.1,29.3,161.2,
238,금산,Jan-18,-3.9,2,25.7,174.7,
238,금산,Feb-18,-1.8,5,28.1,184.4,
238,금산,Mar-18,7.2,14.5,91.5,194.4,
238,금산,Apr-18,12.5,20,142.4,217.1,
238,금산,May-18,17.9,24.4,110.4,209.8,
238,금산,Jun-18,22.2,28.7,104.3,211.6,
238,금산,Jul-18,26.8,32.2,163.5,227,
238,금산,Aug-18,27.2,33.2,410.4,193.2,
238,금산,Sep-18,19.5,25.5,135.2,155.3,
238,금산,Oct-18,11,18.6,112.6,172.3,
238,금산,Nov-18,5.8,14.1,45.5,151.2,
238,금산,Dec-18,-0.9,5.4,27.6,174.5,
238,금산,Jan-19,-1.9,5.2,6.4,186.9,
238,금산,Feb-19,0.8,7.7,41.5,172.1,
238,금산,Mar-19,6.3,14,33,199.9,
238,금산,Apr-19,11.4,18.3,93,173.8,
238,금산,May-19,17.7,26.1,44.2,272.8,
238,금산,Jun-19,21.1,27.5,101,198.1,
238,금산,Jul-19,24.4,29.3,141.1,137.4,
238,금산,Aug-19,25.6,31.4,105.8,175.5,
238,금산,Sep-19,20.8,26.4,236.4,110.1,
238,금산,Oct-19,14,20.9,99.3,159.3,
238,금산,Nov-19,6.8,15.5,47.9,163.2,
238,금산,Dec-19,1.4,7.7,33,161.5,
238,금산,Jan-20,1.5,7.3,80.8,115.7,
238,금산,Feb-20,2.5,9,83.9,169.8,
238,금산,Mar-20,7.3,14.6,20.5,234.6,
238,금산,Apr-20,10,17.7,35.6,262.6,
238,금산,May-20,17.8,24.2,80.5,207.3,
238,금산,Jun-20,22.9,28.4,234,184.8,
238,금산,Jul-20,22.7,26.6,628,72.4,
238,금산,Aug-20,26.6,31.3,373.4,143.9,
238,금산,Sep-20,19.7,25.3,167.2,136.4,
238,금산,Oct-20,12.4,19.9,4.1,196.3,
238,금산,Nov-20,7.1,14,41.9,171.6,
238,금산,Dec-20,-1,5.7,8.3,166.6,
238,금산,Jan-21,-2,4.5,23.5,175.8,
238,금산,Feb-21,2.9,9.5,19.3,195.4,
238,금산,Mar-21,8.4,15.7,88,187.2,
238,금산,Apr-21,13.3,20.4,39.3,224.6,
238,금산,May-21,16.5,22.7,162.7,187.9,
238,금산,Jun-21,22.1,27.9,105.6,187,
238,금산,Jul-21,26.1,31.6,300.8,208.9,
238,금산,Aug-21,24.4,29.4,297.2,115.3,
238,금산,Sep-21,21.1,26.2,151.9,144.5,
238,금산,Oct-21,13.8,21.2,44,181.3,
238,금산,Nov-21,7.1,14.4,50.7,158.7,
238,금산,Dec-21,0.9,7.3,7.1,152.7,
238,금산,Jan-22,-1.9,4.8,1.5,205.4,
238,금산,Feb-22,-1,5.6,4.1,207.2,
238,금산,Mar-22,7.2,14.4,80.6,175.2,
238,금산,Apr-22,13.1,21.1,63.3,247,
238,금산,May-22,17.4,24.8,4.7,306,
238,금산,Jun-22,22.7,27.9,145.4,181.7,
238,금산,Jul-22,25.6,30.2,183.7,168.7,
238,금산,Aug-22,24.8,28.9,265.7,119.2,
238,금산,Sep-22,20.4,26.7,68.2,169.3,
238,금산,Oct-22,12.7,20.1,59.3,159.1,
238,금산,Nov-22,7.6,16.1,54.2,181.1,
238,금산,Dec-22,-2.8,3.2,18,144.4,
238,금산,Jan-23,-1.9,5,28.7,192.6,
238,금산,Feb-23,1.2,8.1,8.7,173.9,
238,금산,Mar-23,8.8,17,22,241.9,
238,금산,Apr-23,12.7,19.7,46.1,194,
238,금산,May-23,17.6,24.3,211.5,191.2,
238,금산,Jun-23,22.6,28.7,196.9,225.9,
238,금산,Jul-23,25.2,29.9,624.5,132.5,
238,금산,Aug-23,26.3,31.4,248.7,171.2,
238,금산,Sep-23,21.7,27,218.5,143,
238,금산,Oct-23,13.1,20.9,7.6,197.4,
238,금산,Nov-23,6.6,13,60,169.9,
238,금산,Dec-23,1.5,7.1,127.7,136.7,
238,금산,Jan-24,-0.1,5.2,54.3,148.9,
238,금산,Feb-24,3.4,8.8,95.7,99.5,
238,금산,Mar-24,6.3,12.8,72.7,200.9,
238,금산,Apr-24,14.8,22,46.4,197.2,
238,금산,May-24,17.3,24.3,83.2,279.8,
238,금산,Jun-24,22.7,29.3,119.7,249.7,
238,금산,Jul-24,26.2,30.3,501.5,128.6,
238,금산,Aug-24,28.1,33.8,56.7,226.6,
238,금산,Sep-24,25.1,30.9,264.8,184.4,
238,금산,Oct-24,15.2,21.2,81,126.7,
238,금산,Nov-24,8.7,15.8,32.7,161.8,
238,금산,Dec-24,1,6.4,7.5,161.4,
239,세종,May-19,,,0.2,7.6,
239,세종,Jun-19,21.7,27.3,103.5,213.9,
239,세종,Jul-19,25.2,29.4,274.4,167.5,
239,세종,Aug-19,26.2,31.3,187.7,214.1,
239,세종,Sep-19,21.8,26.5,163.2,125.7,
239,세종,Oct-19,15.6,21.1,91.6,179.3,
239,세종,Nov-19,8.1,14.4,112.2,169.4,
239,세종,Dec-19,2,6.9,26.5,144.2,
239,세종,Jan-20,2.1,7.1,81.3,138.6,
239,세종,Feb-20,2.9,8.3,89.7,171,
239,세종,Mar-20,7.8,14.3,22.6,224.6,
239,세종,Apr-20,10.8,17.9,17.6,279.6,
239,세종,May-20,18.2,24,91.6,213.7,
239,세종,Jun-20,23.2,28.5,214.2,208.3,
239,세종,Jul-20,23.2,27.1,436.4,86.3,
239,세종,Aug-20,26.8,31,501.1,152.8,
239,세종,Sep-20,20.5,25.4,171.3,171.7,
239,세종,Oct-20,13.4,19.8,6.4,204.5,
239,세종,Nov-20,8,13.4,50.1,157.2,
239,세종,Dec-20,-0.1,5,3.5,167.7,
239,세종,Jan-21,-1.7,3.3,22,166.4,
239,세종,Feb-21,3.2,9,14.4,186,
239,세종,Mar-21,8.8,15.1,99.8,192,
239,세종,Apr-21,13.9,20.1,56,212.5,
239,세종,May-21,16.8,22.4,141.9,198.6,
239,세종,Jun-21,22.6,27.8,67.8,211.5,
239,세종,Jul-21,26.9,31.7,180.7,228.5,
239,세종,Aug-21,25.1,29.5,232.1,148.1,
239,세종,Sep-21,21.8,26.4,184.6,148.7,
239,세종,Oct-21,15,21,36.4,170.4,0
239,세종,Nov-21,8.2,14.3,60.9,162,
239,세종,Dec-21,1.2,6.4,8,154.3,
239,세종,Jan-22,-1.4,4.2,2.7,196.6,
239,세종,Feb-22,-0.4,5.2,2.2,204.9,
239,세종,Mar-22,7.7,13.9,77.1,165.6,
239,세종,Apr-22,14.2,21.6,53.7,241.9,
239,세종,May-22,18.4,25.3,9.4,301.1,
239,세종,Jun-22,23.3,28.7,118.5,182.5,
239,세종,Jul-22,26.4,30.9,239.5,184.3,
239,세종,Aug-22,25.3,29.2,421,134.2,
239,세종,Sep-22,21.8,27.2,138.8,170.9,
239,세종,Oct-22,13.9,20,100.7,201.6,
239,세종,Nov-22,9.4,16.1,39.8,171.8,
239,세종,Dec-22,-2.4,2.6,19,153.5,
239,세종,Jan-23,-1.2,4.4,26.3,179.6,130.23
239,세종,Feb-23,2,8.1,4.1,157.2,322.51
239,세종,Mar-23,9.6,17.1,18.5,233,515.47
239,세종,Apr-23,13.3,19.4,48.8,188.1,513.1
239,세종,May-23,18.5,24.4,194.2,209.3,604.17
239,세종,Jun-23,23.1,28.5,112.6,219,636.17
239,세종,Jul-23,25.6,29.9,866.5,139.3,471.66
239,세종,Aug-23,26.7,31.6,301.6,176.3,539.98
239,세종,Sep-23,22.7,27.4,373.1,140.6,426.61
239,세종,Oct-23,14.8,21.2,5.3,198.4,428.58
239,세종,Nov-23,7.6,13,40,158.4,285.43
239,세종,Dec-23,2.3,6.7,112.3,115.5,213.06
239,세종,Jan-24,0.1,4.8,42.5,130.2,257.04
239,세종,Feb-24,4,8.7,104,95.4,250.71
239,세종,Mar-24,7,12.8,48.8,188.1,462.96
239,세종,Apr-24,15.8,22.1,43.3,192.2,521.87
239,세종,May-24,17.9,24.4,128.8,265.5,704.92
239,세종,Jun-24,23.3,29.4,104.3,262.6,679.58
239,세종,Jul-24,26.2,29.9,542.1,120.7,474.31
239,세종,Aug-24,28.1,33.1,70.7,222.2,607.05
239,세종,Sep-24,25.2,30.4,232.1,178.5,480.1
239,세종,Oct-24,15.7,20.7,97.1,120.5,314.76
239,세종,Nov-24,9.5,15.7,43.1,165.3,292.93
239,세종,Dec-24,1.3,5.9,6,152.3,261.6
243,부안,Jan-15,0.6,5.1,44.1,148.2,
243,부안,Feb-15,2.2,6.6,20.5,138.6,
243,부안,Mar-15,5.8,12.3,41,237.1,
243,부안,Apr-15,12.6,18.8,129.2,177,
243,부안,May-15,17.4,23.6,44.1,262.5,
243,부안,Jun-15,21.7,26.5,120.3,176.8,
243,부안,Jul-15,24.8,29,123.6,157,
243,부안,Aug-15,25.6,30.5,59.4,204.9,
243,부안,Sep-15,21,26.8,42.4,221.4,
243,부안,Oct-15,15.6,21.7,99.8,205.5,
243,부안,Nov-15,10.8,14.6,125.2,69,
243,부안,Dec-15,4.2,8.3,74.5,109.5,
243,부안,Jan-16,-0.5,3.5,51.1,110.8,
243,부안,Feb-16,2.3,7,40.6,159.7,
243,부안,Mar-16,6.6,12.5,52,222.8,
243,부안,Apr-16,13.1,19.8,179.5,184.2,
243,부안,May-16,18.4,24.8,99.9,267.4,
243,부안,Jun-16,22.3,27,42,182.1,
243,부안,Jul-16,26.2,30.6,220.7,191.1,
243,부안,Aug-16,27.3,32.2,30.2,254.6,
243,부안,Sep-16,22.3,27.3,139.3,148.7,
243,부안,Oct-16,16.1,20.9,128.7,104.5,
243,부안,Nov-16,8.1,13.5,34.6,149.2,
243,부안,Dec-16,3.5,8.5,56.9,127.2,
243,부안,Jan-17,0.6,5.8,18.7,148.2,
243,부안,Feb-17,1.7,7,37.8,183.6,
243,부안,Mar-17,5.6,11.8,21.9,226.9,
243,부안,Apr-17,12.9,19.1,61.1,244.8,
243,부안,May-17,18.2,24.7,38.3,279.2,
243,부안,Jun-17,21.7,27.1,25.2,226.5,
243,부안,Jul-17,27.1,31.2,372.6,116.7,
243,부안,Aug-17,26.1,30.5,137.8,194.5,
243,부안,Sep-17,21,26.9,105,205.2,
243,부안,Oct-17,15.5,21.1,35.5,177.6,
243,부안,Nov-17,7.2,13.3,10.6,179.1,
243,부안,Dec-17,1,5.8,42,140.4,
243,부안,Jan-18,-1.7,2.8,34.6,148.1,
243,부안,Feb-18,-0.2,5,31.5,165.5,
243,부안,Mar-18,7.8,13.9,98.5,194.4,
243,부안,Apr-18,12.9,19.1,124.6,217.1,
243,부안,May-18,17.9,23.7,112.5,184.6,
243,부안,Jun-18,22.4,28,105,204.4,
243,부안,Jul-18,27.4,32.4,258.2,261.1,
243,부안,Aug-18,28.2,33.3,299.5,233.9,
243,부안,Sep-18,21.3,26.6,67,179.3,
243,부안,Oct-18,13.6,19.6,161.5,215.7,
243,부안,Nov-18,8.7,14.8,39.7,186.3,
243,부안,Dec-18,1.8,6.6,26.4,157.8,
243,부안,Jan-19,0.4,5.6,8.8,193.2,
243,부안,Feb-19,2.1,7.3,25.1,171.1,
243,부안,Mar-19,7,13.5,30.4,221.8,
243,부안,Apr-19,11.7,17.9,104.5,197.5,
243,부안,May-19,17.9,24.6,60.7,299.4,
243,부안,Jun-19,21,26,89,223,
243,부안,Jul-19,25.3,29.8,225.5,175.4,
243,부안,Aug-19,26.8,31.7,127.4,234.6,
243,부안,Sep-19,22.2,27,243,160,
243,부안,Oct-19,16.1,21.6,86.6,201.6,
243,부안,Nov-19,9.4,15.2,55.6,165.9,
243,부안,Dec-19,4,8.7,30.9,143.1,
243,부안,Jan-20,3.3,7.7,79.1,110.1,
243,부안,Feb-20,3.9,9,59,183.4,
243,부안,Mar-20,7.6,13.6,22.1,227.9,
243,부안,Apr-20,10.3,16.1,22.2,269.7,
243,부안,May-20,17.6,23.1,111.9,204.6,
243,부안,Jun-20,22.4,27.2,157.6,186.2,
243,부안,Jul-20,23.1,26.5,509.8,85.9,
243,부안,Aug-20,27.2,31.3,421.6,172.1,
243,부안,Sep-20,21,25.8,224.3,167.2,
243,부안,Oct-20,14.5,20.5,6.8,209.4,
243,부안,Nov-20,9.4,14.6,49.4,154.7,
243,부안,Dec-20,1.8,7,31,140.1,
243,부안,Jan-21,0,4.9,32.6,134.8,
243,부안,Feb-21,4.1,9.6,23.3,170.7,
243,부안,Mar-21,8.4,14.5,100.4,195.1,
243,부안,Apr-21,13.2,19.5,46.4,213.1,
243,부안,May-21,17.1,22.4,81.7,204.3,
243,부안,Jun-21,22.3,27.4,97.1,206.3,
243,부안,Jul-21,26.7,31.4,224.6,206,
243,부안,Aug-21,25.4,30,409.7,173.4,
243,부안,Sep-21,22.4,26.9,166.6,150.3,
243,부안,Oct-21,16,21.9,50.3,212.1,
243,부안,Nov-21,9.6,15.1,100.3,147.8,
243,부안,Dec-21,3.2,8.4,21,129.4,
243,부안,Jan-22,0.1,4.8,5.2,168.5,
243,부안,Feb-22,0.7,5.9,11,190.8,
243,부안,Mar-22,7.7,13.8,69.7,173,
243,부안,Apr-22,13.4,19.7,58.3,245.9,
243,부안,May-22,18,24,7.2,299.8,
243,부안,Jun-22,23,27.4,172.8,184.4,
243,부안,Jul-22,26.5,30.5,126.1,180.3,
243,부안,Aug-22,26,29.6,276.7,149.8,
243,부안,Sep-22,21.9,27.2,85.9,158,
243,부안,Oct-22,14.7,20.6,37.6,224.3,
243,부안,Nov-22,10.4,17.2,63.7,174.3,
243,부안,Dec-22,-0.1,4.5,57,137.6,
243,부안,Jan-23,0.7,5.8,35.4,165.3,
243,부안,Feb-23,2.4,7.9,4.8,181,
243,부안,Mar-23,8.9,16.2,19.8,238.3,
243,부안,Apr-23,13.3,19.3,48.6,178.4,
243,부안,May-23,18.6,24.2,236.7,209.9,
243,부안,Jun-23,22.6,27.6,247.2,211.8,
243,부안,Jul-23,26.1,29.8,647.2,147.6,
243,부안,Aug-23,27,31.6,168.5,224.6,
243,부안,Sep-23,23.1,27.9,191.2,154.5,
243,부안,Oct-23,16,21.7,13.3,221.9,
243,부안,Nov-23,9.2,14.1,104.7,139.5,
243,부안,Dec-23,3.9,8.2,136.2,91.1,
243,부안,Jan-24,2,6.4,54.7,129.4,
243,부안,Feb-24,5.2,9.7,130.9,118.2,
243,부안,Mar-24,7.3,12.7,75.2,184.9,
243,부안,Apr-24,14.5,20.6,56.6,187.7,
243,부안,May-24,17.7,23.4,88.3,272.2,
243,부안,Jun-24,22.9,28.4,77.7,236,
243,부안,Jul-24,27.1,30.6,325.5,142.6,
243,부안,Aug-24,28.5,33.4,37.2,252.2,
243,부안,Sep-24,25.8,30.9,165.1,191.7,
243,부안,Oct-24,16.8,22,71.6,152.2,
243,부안,Nov-24,10.5,16.3,50.4,156.9,
243,부안,Dec-24,3.3,7.5,35,117.3,
244,임실,Jan-15,-1.5,4.4,31.5,150.7,
244,임실,Feb-15,0,5.7,12.7,140.8,
244,임실,Mar-15,4.8,13,35.6,234.9,
244,임실,Apr-15,11.6,19,97.6,157.8,
244,임실,May-15,17.2,25.3,44.5,260.8,
244,임실,Jun-15,20.9,27,71.8,145.8,
244,임실,Jul-15,24.1,29.5,159.6,141,
244,임실,Aug-15,24.1,30.1,67,161.6,
244,임실,Sep-15,18.9,26.5,36,191.7,
244,임실,Oct-15,13.4,21.4,111.8,211.3,
244,임실,Nov-15,9,13.9,104.7,61.1,
244,임실,Dec-15,2.1,7.6,70.3,107.4,
244,임실,Jan-16,-2.6,3.1,36.1,123.3,
244,임실,Feb-16,-0.1,6.2,42.4,163.1,
244,임실,Mar-16,5.5,13.4,61.1,217,
244,임실,Apr-16,13.2,21.1,186.1,191.1,
244,임실,May-16,17.6,25.3,108.8,254.9,
244,임실,Jun-16,21.6,27.3,67.2,147.5,
244,임실,Jul-16,25.3,30.6,271.7,169,
244,임실,Aug-16,26,32.6,90,216.9,
244,임실,Sep-16,20.9,26.7,234.5,111.9,
244,임실,Oct-16,15,20.9,152.2,97.2,
244,임실,Nov-16,6.5,13.6,23.3,147.5,
244,임실,Dec-16,1.3,8,53.1,126.5,
244,임실,Jan-17,-1.5,5.1,8.6,153.3,
244,임실,Feb-17,0,6.8,39.4,187.1,
244,임실,Mar-17,4,12.1,32.6,207.6,
244,임실,Apr-17,12.2,20.6,54,236,
244,임실,May-17,16.8,25,43.1,258.6,
244,임실,Jun-17,20.9,28.4,52.5,215.5,
244,임실,Jul-17,25.9,30.6,283.5,98.1,
244,임실,Aug-17,24.7,30.4,226,174.5,
244,임실,Sep-17,19.1,26.2,115.5,187.4,
244,임실,Oct-17,13.7,20.7,57.7,158.9,
244,임실,Nov-17,4.9,13,14.2,170.6,
244,임실,Dec-17,-1.8,4.1,31.2,134.5,
244,임실,Jan-18,-3.7,2.5,41.8,153.6,
244,임실,Feb-18,-1.8,5.6,19.6,166.5,
244,임실,Mar-18,7.3,15,95.1,194.8,
244,임실,Apr-18,12.4,20,129.7,202.4,
244,임실,May-18,17.3,23.9,97.7,193.7,
244,임실,Jun-18,21.8,28.8,181.4,199.9,
244,임실,Jul-18,26.6,32.5,157.1,222.5,
244,임실,Aug-18,26.7,32.6,415.6,214.3,
244,임실,Sep-18,19.5,25.6,142.9,149.5,
244,임실,Oct-18,11.2,18.8,117.4,198.9,
244,임실,Nov-18,6.4,14.7,42.5,159.1,
244,임실,Dec-18,-0.1,6.1,27.4,150.4,
244,임실,Jan-19,-1.9,5.5,11.1,176.5,
244,임실,Feb-19,0.9,7.7,30.9,167.8,
244,임실,Mar-19,5.7,13.9,34.6,196.2,
244,임실,Apr-19,10.9,18.6,84.7,177.6,
244,임실,May-19,16.8,25.7,63.7,279.7,
244,임실,Jun-19,20.8,27.5,98.5,192.2,
244,임실,Jul-19,24,29,259.1,130.8,
244,임실,Aug-19,25.2,30.8,141.6,179.8,
244,임실,Sep-19,21,26.7,151.8,122.4,
244,임실,Oct-19,14.2,21.4,121.6,188,
244,임실,Nov-19,7,15.4,42.2,151.7,
244,임실,Dec-19,1.4,7.4,29.9,133.1,
244,임실,Jan-20,1.7,7,73.9,95.2,
244,임실,Feb-20,2.4,8.7,59.6,161.7,
244,임실,Mar-20,6.4,13.6,45.3,218.2,
244,임실,Apr-20,8.9,16.5,40.5,269,
244,임실,May-20,17.1,23.2,77.7,212.5,
244,임실,Jun-20,21.9,27.6,173.9,171,
244,임실,Jul-20,22.1,25.7,514.6,74.6,
244,임실,Aug-20,25.7,30.1,631.4,146.9,
244,임실,Sep-20,19,24.4,158,136.6,
244,임실,Oct-20,12.3,19.6,7.6,213.7,
244,임실,Nov-20,7.3,13.7,71,152.2,
244,임실,Dec-20,-0.5,5.6,16.3,134.7,
244,임실,Jan-21,-2,4.2,40.6,139,
244,임실,Feb-21,2.4,9.3,29.5,179,
244,임실,Mar-21,8.1,15.4,105.5,197.7,
244,임실,Apr-21,12.6,19.4,43.3,229.1,
244,임실,May-21,16,22.1,89.5,191.7,
244,임실,Jun-21,21.2,26.9,113.3,189.8,
244,임실,Jul-21,25,30,223.2,191.2,
244,임실,Aug-21,24,29,370.9,145.9,
244,임실,Sep-21,20.8,25.7,90.8,131.4,
244,임실,Oct-21,13.8,21.1,41.3,202.9,
244,임실,Nov-21,6.7,14,101.8,143,
244,임실,Dec-21,1,7.5,9.5,139.4,
244,임실,Jan-22,-1.7,4.8,2.1,167.9,
244,임실,Feb-22,-1.2,5.2,7.1,184.5,
244,임실,Mar-22,6.9,13.9,86.5,169,
244,임실,Apr-22,12.9,20.8,61.7,246.3,
244,임실,May-22,16.5,24.3,4.1,291.5,
244,임실,Jun-22,21.8,27.3,263.8,162.9,
244,임실,Jul-22,25,29.5,133.8,156.3,
244,임실,Aug-22,24.5,28.5,168.9,111.3,
244,임실,Sep-22,20.6,26.5,73.3,163.1,
244,임실,Oct-22,13,20.4,49,221.4,
244,임실,Nov-22,8.4,16.7,74.6,163,
244,임실,Dec-22,-2.3,3.8,41.8,129.7,
244,임실,Jan-23,-1.2,5.2,21.6,156.9,
244,임실,Feb-23,1.6,8.8,14,165.2,
244,임실,Mar-23,8.7,17,35.4,232.4,
244,임실,Apr-23,12.5,19.2,62.6,183.1,
244,임실,May-23,17.4,23.8,222,192.7,
244,임실,Jun-23,21.8,27.7,208.1,205.7,
244,임실,Jul-23,25,29.1,708.5,122.7,
244,임실,Aug-23,25.9,31,328.2,188.3,
244,임실,Sep-23,22,27.2,151.6,145.6,
244,임실,Oct-23,13.6,21.1,11.1,211.8,
244,임실,Nov-23,7.2,13.5,91.5,147.1,
244,임실,Dec-23,2.5,7.6,129.8,117.6,
244,임실,Jan-24,0.7,6,48.1,135.3,
244,임실,Feb-24,4.2,9.5,108.5,105.1,
244,임실,Mar-24,6.3,12.9,73.6,185.2,
244,임실,Apr-24,14.8,21.7,74.3,184.6,
244,임실,May-24,17.2,24.3,104.5,282.7,
244,임실,Jun-24,21.9,28.2,100.4,210.9,
244,임실,Jul-24,25.8,29.6,369.7,108.3,
244,임실,Aug-24,27,32.6,107.9,227.8,
244,임실,Sep-24,24.5,29.9,276.6,187.7,
244,임실,Oct-24,15.3,21.5,83.1,147.7,
244,임실,Nov-24,8.6,15.4,69.5,143.8,
244,임실,Dec-24,1.1,6.4,23.7,129.1,
245,정읍,Jan-15,0.9,5.7,50,101.7,
245,정읍,Feb-15,2.4,7.4,14.3,101.8,
245,정읍,Mar-15,6.8,13.8,36,160.5,0
245,정읍,Apr-15,13.6,20,115.5,117.1,22
245,정읍,May-15,18.8,25.7,37,194.2,
245,정읍,Jun-15,22.5,28.1,135.2,182.6,
245,정읍,Jul-15,25.6,30.3,186,187.9,
245,정읍,Aug-15,25.9,31,88.2,217.6,
245,정읍,Sep-15,21.6,27.9,18.1,212.1,
245,정읍,Oct-15,16.1,22.3,120.9,139.5,
245,정읍,Nov-15,11,15.1,111.8,28.4,
245,정읍,Dec-15,4.3,8.5,75.5,46.6,
245,정읍,Jan-16,-0.4,3.7,60.2,44.3,
245,정읍,Feb-16,2.6,7.3,33,187.2,
245,정읍,Mar-16,7.4,13.9,77.1,247.1,
245,정읍,Apr-16,14.2,21.5,191.3,205,
245,정읍,May-16,19.3,26.3,112.9,282.2,
245,정읍,Jun-16,23,28.4,51.7,198.4,
245,정읍,Jul-16,27.1,31.8,205.1,232.3,
245,정읍,Aug-16,27.6,33.1,115.8,264.4,
245,정읍,Sep-16,22.7,27.8,195.4,166.1,
245,정읍,Oct-16,16.5,21.4,150,122.4,
245,정읍,Nov-16,8,13.2,39,160.7,
245,정읍,Dec-16,3.1,8.2,48,138.7,
245,정읍,Jan-17,0.1,5.2,25.9,157.6,
245,정읍,Feb-17,1.3,6.8,54.5,184.1,
245,정읍,Mar-17,5.5,12.3,21.9,225.6,
245,정읍,Apr-17,13.3,20.4,56.1,252.8,
245,정읍,May-17,18.2,25.4,101.5,284.9,
245,정읍,Jun-17,21.8,27.9,16.9,242.3,
245,정읍,Jul-17,27.3,31.6,258.2,130.9,
245,정읍,Aug-17,26,30.7,192.8,201.3,
245,정읍,Sep-17,20.7,26.6,108.1,219.8,
245,정읍,Oct-17,15,20.8,50.9,175.5,
245,정읍,Nov-17,6.9,12.9,8.4,193.2,
245,정읍,Dec-17,0.5,5,43,147.3,
245,정읍,Jan-18,-2.1,2.2,41.5,163.9,
245,정읍,Feb-18,-0.5,5,41.4,177.5,
245,정읍,Mar-18,8.2,14.7,100.6,203.5,
245,정읍,Apr-18,13.4,20,117.7,219.2,
245,정읍,May-18,18.1,24.2,85.9,201,
245,정읍,Jun-18,22.3,28.4,150.3,206.2,
245,정읍,Jul-18,27,32.4,145.8,257.1,
245,정읍,Aug-18,27.9,33.3,291.9,224.6,
245,정읍,Sep-18,20.7,25.9,103.5,175.4,
245,정읍,Oct-18,12.9,18.6,152.3,217.7,
245,정읍,Nov-18,8.3,14.1,39.7,191.7,
245,정읍,Dec-18,1.5,5.8,34.4,153.7,
245,정읍,Jan-19,0,5,16.9,189.5,
245,정읍,Feb-19,1.8,7.1,33.5,164.5,
245,정읍,Mar-19,6.9,13.4,24.5,209.9,
245,정읍,Apr-19,11.5,17.8,95.6,171.8,
245,정읍,May-19,17.8,25.1,55.5,247.5,
245,정읍,Jun-19,20.8,26.7,71.8,159.3,
245,정읍,Jul-19,24.8,29.3,258.8,113.9,
245,정읍,Aug-19,26,30.9,200.1,141.9,
245,정읍,Sep-19,21.6,26.3,300.9,116.9,
245,정읍,Oct-19,15.4,21,100.8,182.4,
245,정읍,Nov-19,9,15,56,175.8,
245,정읍,Dec-19,3.4,8,32.3,150.2,
245,정읍,Jan-20,2.7,7.1,73.3,108.9,
245,정읍,Feb-20,3.5,8.8,58.1,179.8,
245,정읍,Mar-20,7.4,13.8,39.1,231.4,
245,정읍,Apr-20,9.9,16.5,34.5,273.9,
