지점,지점명,일시,일강수량(mm)
238,금산,2021-06-18,3.3
238,금산,2021-06-23,17.7
238,금산,2021-06-25,12.9
238,금산,2021-06-26,3.1
238,금산,2021-06-28,13.2
238,금산,2021-06-29,.6
238,금산,2021-06-30,0
238,금산,2021-07-03,43.2
238,금산,2021-07-04,6.7
238,금산,2021-07-05,49.2
238,금산,2021-07-06,30.9
238,금산,2021-07-07,32
238,금산,2021-07-08,85.4
238,금산,2021-07-09,1.8
238,금산,2021-07-10,23.4
238,금산,2021-07-11,4.2
238,금산,2021-07-12,0
238,금산,2021-07-15,7.6
238,금산,2021-07-17,0
238,금산,2021-07-18,1
238,금산,2021-07-19,10.7
238,금산,2021-07-31,4.7
238,금산,2021-08-01,35.7
238,금산,2021-08-02,5.6
238,금산,2021-08-03,1.1
238,금산,2021-08-04,0
238,금산,2021-08-05,.9
238,금산,2021-08-06,.7
238,금산,2021-08-08,0
238,금산,2021-08-10,.4
238,금산,2021-08-13,.1
238,금산,2021-08-14,1.3
238,금산,2021-08-18,.5
238,금산,2021-08-19,1.2
238,금산,2021-08-20,0
238,금산,2021-08-21,20.4
238,금산,2021-08-22,0
238,금산,2021-08-23,68
238,금산,2021-08-24,94.3
238,금산,2021-08-25,5.6
238,금산,2021-08-27,34.7
238,금산,2021-08-28,.3
238,금산,2021-08-29,25.6
238,금산,2021-08-30,0
238,금산,2021-08-31,.8
238,금산,2021-09-01,21.8
238,금산,2021-09-02,0
238,금산,2021-09-05,2
238,금산,2021-09-06,20
238,금산,2021-09-07,2.8
238,금산,2021-09-08,.6
238,금산,2021-09-16,.6
238,금산,2021-09-17,42.5
238,금산,2021-09-21,26.7
238,금산,2021-09-22,2
238,금산,2021-09-25,0
238,금산,2021-09-27,0
238,금산,2021-09-28,.4
238,금산,2021-09-29,32.1
238,금산,2021-09-30,.4
238,금산,2021-10-02,0
238,금산,2021-10-07,2.8
238,금산,2021-10-08,.1
238,금산,2021-10-09,0
238,금산,2021-10-10,2.2
238,금산,2021-10-11,8.1
238,금산,2021-10-12,11
238,금산,2021-10-15,7.2
238,금산,2021-10-16,10.5
238,금산,2021-10-19,2.1
238,금산,2021-11-04,.1
238,금산,2021-11-08,12.1
238,금산,2021-11-09,3.8
238,금산,2021-11-10,3
238,금산,2021-11-11,.9
238,금산,2021-11-12,.7
238,금산,2021-11-20,0
238,금산,2021-11-22,4.2
238,금산,2021-11-23,0
238,금산,2021-11-24,.7
238,금산,2021-11-30,25.2
238,금산,2021-12-02,1.5
238,금산,2021-12-03,1.8
238,금산,2021-12-10,.9
238,금산,2021-12-18,1.1
238,금산,2021-12-19,.6
238,금산,2021-12-29,.3
238,금산,2021-12-30,.9
238,금산,2022-01-11,.1
238,금산,2022-01-12,0
238,금산,2022-01-13,.2
238,금산,2022-01-16,.6
238,금산,2022-01-17,0
238,금산,2022-01-19,0
238,금산,2022-01-20,0
238,금산,2022-01-22,0
238,금산,2022-01-25,.6
238,금산,2022-01-31,0
238,금산,2022-02-01,1.1
238,금산,2022-02-04,0
238,금산,2022-02-05,0
238,금산,2022-02-06,0
238,금산,2022-02-11,0
238,금산,2022-02-14,.7
238,금산,2022-02-15,.1
238,금산,2022-02-16,.2
238,금산,2022-02-19,0
238,금산,2022-02-20,.1
238,금산,2022-02-21,0
238,금산,2022-02-22,0
238,금산,2022-02-23,0
238,금산,2022-02-26,1.9
238,금산,2022-03-01,2.4
238,금산,2022-03-11,0
238,금산,2022-03-13,20.2
238,금산,2022-03-14,4.5
238,금산,2022-03-17,7.3
238,금산,2022-03-18,4.9
238,금산,2022-03-19,11.3
238,금산,2022-03-25,14.9
238,금산,2022-03-26,13.5
238,금산,2022-03-30,1.6
238,금산,2022-04-07,4
238,금산,2022-04-13,22.2
238,금산,2022-04-14,2.2
238,금산,2022-04-25,9.1
238,금산,2022-04-26,17.5
238,금산,2022-04-28,0
238,금산,2022-04-29,8.3
238,금산,2022-05-08,0
238,금산,2022-05-09,1.8
238,금산,2022-05-13,0
238,금산,2022-05-26,2.3
238,금산,2022-05-29,0
238,금산,2022-05-30,.6
238,금산,2022-06-05,7.5
238,금산,2022-06-06,1.4
238,금산,2022-06-07,34
238,금산,2022-06-08,0
238,금산,2022-06-09,.6
238,금산,2022-06-11,0
238,금산,2022-06-12,0
238,금산,2022-06-14,6.1
238,금산,2022-06-15,26.5
238,금산,2022-06-16,0
238,금산,2022-06-17,0
238,금산,2022-06-23,21.9
238,금산,2022-06-24,43.1
238,금산,2022-06-26,.4
238,금산,2022-06-27,.1
238,금산,2022-06-29,0
238,금산,2022-06-30,3.8
238,금산,2022-07-03,31.5
238,금산,2022-07-04,10.3
238,금산,2022-07-07,0
238,금산,2022-07-08,.9
238,금산,2022-07-10,6.8
238,금산,2022-07-11,5.3
238,금산,2022-07-12,4
238,금산,2022-07-13,7.8
238,금산,2022-07-14,.4
238,금산,2022-07-18,75.2
238,금산,2022-07-19,.4
238,금산,2022-07-20,0
238,금산,2022-07-21,10.6
238,금산,2022-07-23,3.4
238,금산,2022-07-24,3
238,금산,2022-07-30,.3
238,금산,2022-07-31,23.8
238,금산,2022-08-01,6.5
238,금산,2022-08-02,4.9
238,금산,2022-08-04,0
238,금산,2022-08-05,7.7
238,금산,2022-08-07,.3
238,금산,2022-08-09,.4
238,금산,2022-08-10,30.4
238,금산,2022-08-11,45.1
238,금산,2022-08-12,3.3
238,금산,2022-08-13,3.5
238,금산,2022-08-14,24.4
238,금산,2022-08-15,0
238,금산,2022-08-16,60.7
238,금산,2022-08-17,0
238,금산,2022-08-20,32.2
238,금산,2022-08-23,18.7
238,금산,2022-08-24,.6
238,금산,2022-08-29,1.3
238,금산,2022-08-30,14.3
238,금산,2022-08-31,11.4
238,금산,2022-09-03,.3
238,금산,2022-09-04,.1
238,금산,2022-09-05,35.4
238,금산,2022-09-06,32
238,금산,2022-09-12,.4
238,금산,2022-09-13,0
238,금산,2022-09-17,0
238,금산,2022-09-18,0
238,금산,2022-10-02,0
238,금산,2022-10-03,17.7
238,금산,2022-10-04,29
238,금산,2022-10-05,.4
238,금산,2022-10-09,9.9
238,금산,2022-10-10,2.3
238,금산,2022-10-17,0
238,금산,2022-11-12,2.1
238,금산,2022-11-13,11.8
238,금산,2022-11-14,0
238,금산,2022-11-16,2.8
238,금산,2022-11-22,.4
238,금산,2022-11-23,0
238,금산,2022-11-28,23.8
238,금산,2022-11-29,13.3
238,금산,2022-12-03,0
238,금산,2022-12-06,0
238,금산,2022-12-07,0
238,금산,2022-12-10,0
238,금산,2022-12-12,.3
238,금산,2022-12-13,3.1
238,금산,2022-12-14,.9
238,금산,2022-12-15,1.2
238,금산,2022-12-17,.4
238,금산,2022-12-21,11
238,금산,2022-12-22,1.1
238,금산,2022-12-24,0
238,금산,2022-12-28,0
238,금산,2022-12-30,0
238,금산,2022-12-31,0
238,금산,2023-01-06,1.6
238,금산,2023-01-07,.8
238,금산,2023-01-09,0
238,금산,2023-01-12,.2
238,금산,2023-01-13,22.3
238,금산,2023-01-14,2.1
238,금산,2023-01-15,.1
238,금산,2023-01-18,0
238,금산,2023-01-20,.4
238,금산,2023-01-22,.1
238,금산,2023-01-24,.1
238,금산,2023-01-26,.8
238,금산,2023-01-27,0
238,금산,2023-01-28,0
238,금산,2023-01-29,.2
238,금산,2023-02-09,1.3
238,금산,2023-02-10,4.5
238,금산,2023-02-16,0
238,금산,2023-02-18,1.2
238,금산,2023-02-19,1.7
238,금산,2023-03-12,7.6
238,금산,2023-03-15,0
238,금산,2023-03-22,.2
238,금산,2023-03-23,14.2
238,금산,2023-04-04,8.5
238,금산,2023-04-05,8.5
238,금산,2023-04-06,4.2
238,금산,2023-04-07,1
238,금산,2023-04-11,1.4
238,금산,2023-04-14,.1
238,금산,2023-04-15,2.8
238,금산,2023-04-16,0
238,금산,2023-04-18,7.2
238,금산,2023-04-25,2.1
238,금산,2023-04-28,0
238,금산,2023-04-29,10.3
238,금산,2023-05-04,.8
238,금산,2023-05-05,43.5
238,금산,2023-05-06,33
238,금산,2023-05-07,.1
238,금산,2023-05-12,7.9
238,금산,2023-05-18,1.4
238,금산,2023-05-22,0
238,금산,2023-05-23,1.2
238,금산,2023-05-26,0
238,금산,2023-05-27,.2
238,금산,2023-05-28,28.4
238,금산,2023-05-29,95
238,금산,2023-06-01,0
238,금산,2023-06-02,0
238,금산,2023-06-09,.7
238,금산,2023-06-10,1.8
238,금산,2023-06-15,0
238,금산,2023-06-20,.3
238,금산,2023-06-21,5.1
238,금산,2023-06-25,0
238,금산,2023-06-26,44.8
238,금산,2023-06-27,13.8
238,금산,2023-06-28,25.3
238,금산,2023-06-29,80.9
238,금산,2023-06-30,24.2
238,금산,2023-07-04,51.2
238,금산,2023-07-05,22.7
238,금산,2023-07-07,48.5
238,금산,2023-07-08,2.4
238,금산,2023-07-09,0
238,금산,2023-07-11,45.7
238,금산,2023-07-12,.6
238,금산,2023-07-13,20.9
238,금산,2023-07-14,195.1
238,금산,2023-07-15,31.3
238,금산,2023-07-16,2.7
238,금산,2023-07-17,36
238,금산,2023-07-18,69.8
238,금산,2023-07-21,0
238,금산,2023-07-22,0
238,금산,2023-07-23,22.7
238,금산,2023-07-24,15.3
238,금산,2023-07-25,17.6
238,금산,2023-07-26,35.4
238,금산,2023-07-27,1.9
238,금산,2023-07-28,0
238,금산,2023-07-29,0
238,금산,2023-07-30,4.7
238,금산,2023-08-06,0
238,금산,2023-08-09,56.6
238,금산,2023-08-10,84.4
238,금산,2023-08-11,.4
238,금산,2023-08-12,8.6
238,금산,2023-08-17,0
238,금산,2023-08-18,.6
238,금산,2023-08-19,1.4
238,금산,2023-08-20,1.4
238,금산,2023-08-23,17.6
238,금산,2023-08-24,10.1
238,금산,2023-08-28,0
238,금산,2023-08-29,35.9
238,금산,2023-08-30,31.7
238,금산,2023-09-02,0
238,금산,2023-09-03,2.9
238,금산,2023-09-13,12.2
238,금산,2023-09-14,7.7
238,금산,2023-09-15,15.4
238,금산,2023-09-16,14.8
238,금산,2023-09-17,39
238,금산,2023-09-20,91.2
238,금산,2023-09-21,4.5
238,금산,2023-09-25,2.1
238,금산,2023-09-26,20.4
238,금산,2023-09-27,1.9
238,금산,2023-09-30,6.4
238,금산,2023-10-03,0
238,금산,2023-10-08,0
238,금산,2023-10-14,1.7
238,금산,2023-10-19,2.2
238,금산,2023-10-20,2.5
238,금산,2023-10-21,0
238,금산,2023-10-26,1.2
238,금산,2023-11-04,0
238,금산,2023-11-05,6.8
238,금산,2023-11-06,16.2
238,금산,2023-11-07,0
238,금산,2023-11-09,17
238,금산,2023-11-10,1.7
238,금산,2023-11-16,8.4
238,금산,2023-11-17,1.5
238,금산,2023-11-18,2.2
238,금산,2023-11-26,1.6
238,금산,2023-11-27,4.6
238,금산,2023-12-02,.2
238,금산,2023-12-06,4.3
238,금산,2023-12-11,41.3
238,금산,2023-12-12,1.4
238,금산,2023-12-14,24.1
238,금산,2023-12-15,41.2
238,금산,2023-12-16,5.3
238,금산,2023-12-17,0
238,금산,2023-12-19,0
238,금산,2023-12-20,.9
238,금산,2023-12-21,0
238,금산,2023-12-22,0
238,금산,2023-12-24,.9
238,금산,2023-12-25,.2
238,금산,2023-12-30,1.8
238,금산,2023-12-31,6.1
238,금산,2024-01-03,.7
238,금산,2024-01-06,0
238,금산,2024-01-09,3.2
238,금산,2024-01-10,1.2
238,금산,2024-01-12,0
238,금산,2024-01-14,8.2
238,금산,2024-01-17,9.3
238,금산,2024-01-18,14.6
238,금산,2024-01-20,16.6
238,금산,2024-01-21,.5
238,금산,2024-01-22,0
238,금산,2024-01-23,0
238,금산,2024-01-31,0
238,금산,2024-02-01,0
238,금산,2024-02-03,1.3
238,금산,2024-02-04,2.2
238,금산,2024-02-05,15.1
238,금산,2024-02-06,2
238,금산,2024-02-10,0
238,금산,2024-02-11,0
238,금산,2024-02-14,2.2
238,금산,2024-02-15,1.9
238,금산,2024-02-18,20.3
238,금산,2024-02-19,19.2
238,금산,2024-02-20,4.7
238,금산,2024-02-21,16.9
238,금산,2024-02-22,3.9
238,금산,2024-02-23,.4
238,금산,2024-02-24,3.5
238,금산,2024-02-25,1.6
238,금산,2024-02-29,.5
238,금산,2024-03-03,.5
238,금산,2024-03-04,0
238,금산,2024-03-05,4.3
238,금산,2024-03-06,0
238,금산,2024-03-12,2.8
238,금산,2024-03-16,0
238,금산,2024-03-17,0
238,금산,2024-03-19,.2
238,금산,2024-03-22,.3
238,금산,2024-03-23,.3
238,금산,2024-03-24,0
238,금산,2024-03-25,10.8
238,금산,2024-03-26,20.2
238,금산,2024-03-28,31.5
238,금산,2024-03-29,.3
238,금산,2024-03-30,1.5
238,금산,2024-04-02,2.5
238,금산,2024-04-03,19.1
238,금산,2024-04-04,5.4
238,금산,2024-04-05,.5
238,금산,2024-04-15,7.5
238,금산,2024-04-16,0
238,금산,2024-04-20,2.6
238,금산,2024-04-22,.3
238,금산,2024-04-23,0
238,금산,2024-04-24,7.6
238,금산,2024-04-29,.9
238,금산,2024-05-05,28.4
238,금산,2024-05-06,2.5
238,금산,2024-05-07,16.4
238,금산,2024-05-08,1.8
238,금산,2024-05-11,8.4
238,금산,2024-05-12,3
238,금산,2024-05-15,4.9
238,금산,2024-05-16,4.7
238,금산,2024-05-26,13.1
238,금산,2024-05-27,0
238,금산,2024-05-30,0
238,금산,2024-06-01,0
238,금산,2024-06-06,0
238,금산,2024-06-08,3.9
238,금산,2024-06-14,0
238,금산,2024-06-15,0
238,금산,2024-06-22,18.6
238,금산,2024-06-23,.8
238,금산,2024-06-24,0
238,금산,2024-06-29,48.5
238,금산,2024-06-30,47.9
238,금산,2024-07-02,28.1
238,금산,2024-07-03,21.2
238,금산,2024-07-04,0
238,금산,2024-07-05,1.8
238,금산,2024-07-07,22.2
238,금산,2024-07-08,72.5
238,금산,2024-07-09,44.9
238,금산,2024-07-10,192.8
238,금산,2024-07-12,.3
238,금산,2024-07-13,0
238,금산,2024-07-14,0
238,금산,2024-07-15,24.7
238,금산,2024-07-16,31.4
238,금산,2024-07-17,.1
238,금산,2024-07-18,20.3
238,금산,2024-07-19,1.9
238,금산,2024-07-20,9.3
238,금산,2024-07-21,24.4
238,금산,2024-07-23,0
238,금산,2024-07-24,0
238,금산,2024-07-25,0
238,금산,2024-07-26,2.5
238,금산,2024-07-27,3.1
238,금산,2024-08-01,0
238,금산,2024-08-03,.1
238,금산,2024-08-04,1.3
238,금산,2024-08-05,39.4
238,금산,2024-08-08,0
238,금산,2024-08-18,0
238,금산,2024-08-19,.1
238,금산,2024-08-20,.8
238,금산,2024-08-21,9.5
238,금산,2024-08-22,2.4
238,금산,2024-08-26,3.1
238,금산,2024-08-27,0
238,금산,2024-09-02,0
238,금산,2024-09-06,1
238,금산,2024-09-07,1.9
238,금산,2024-09-09,0
238,금산,2024-09-11,1.6
238,금산,2024-09-12,35.6
238,금산,2024-09-16,0
238,금산,2024-09-18,63.4
238,금산,2024-09-19,7.3
238,금산,2024-09-20,15.2
238,금산,2024-09-21,138.8
238,금산,2024-10-01,1.3
238,금산,2024-10-03,9.3
238,금산,2024-10-06,.3
238,금산,2024-10-07,4.8
238,금산,2024-10-14,6.3
238,금산,2024-10-15,7.5
238,금산,2024-10-18,5.6
238,금산,2024-10-19,15.1
238,금산,2024-10-21,2.3
238,금산,2024-10-22,24.7
238,금산,2024-10-23,2.7
238,금산,2024-10-27,1.1
238,금산,2024-11-01,3
238,금산,2024-11-02,.1
238,금산,2024-11-04,.1
238,금산,2024-11-14,0
238,금산,2024-11-15,2.5
238,금산,2024-11-16,.1
238,금산,2024-11-21,0
238,금산,2024-11-25,.4
238,금산,2024-11-26,16.9
238,금산,2024-11-27,8.2
238,금산,2024-11-28,.9
238,금산,2024-11-29,.5
238,금산,2024-12-01,.1
238,금산,2024-12-02,0
238,금산,2024-12-05,1
238,금산,2024-12-06,.6
238,금산,2024-12-13,.2
238,금산,2024-12-14,0
238,금산,2024-12-15,1
238,금산,2024-12-16,.2
238,금산,2024-12-17,0
238,금산,2024-12-20,0
238,금산,2024-12-21,3
238,금산,2024-12-26,.2
238,금산,2024-12-27,1.2
238,금산,2024-12-31,0
239,세종,2019-05-31,.2
239,세종,2019-06-06,29.2
239,세종,2019-06-07,35.1
239,세종,2019-06-09,15.5
239,세종,2019-06-10,7
239,세종,2019-06-18,0
239,세종,2019-06-26,2.7
239,세종,2019-06-27,.1
239,세종,2019-06-29,13.9
239,세종,2019-07-08,.1
239,세종,2019-07-10,14.4
239,세종,2019-07-11,6.7
239,세종,2019-07-15,51
239,세종,2019-07-17,.2
239,세종,2019-07-18,1.6
239,세종,2019-07-20,17.8
239,세종,2019-07-21,21
239,세종,2019-07-23,.2
239,세종,2019-07-24,.3
239,세종,2019-07-25,78.3
239,세종,2019-07-26,8.9
239,세종,2019-07-27,56
239,세종,2019-07-28,17.9
239,세종,2019-08-03,18.3
239,세종,2019-08-07,28.4
239,세종,2019-08-08,15.8
239,세종,2019-08-11,1.7
239,세종,2019-08-12,14.5
239,세종,2019-08-13,.5
239,세종,2019-08-15,24.4
239,세종,2019-08-16,.1
239,세종,2019-08-17,5.1
239,세종,2019-08-22,30.9
239,세종,2019-08-27,38.2
239,세종,2019-08-28,.9
239,세종,2019-08-29,8.9
239,세종,2019-09-02,3.3
239,세종,2019-09-03,1.1
239,세종,2019-09-04,7.1
239,세종,2019-09-05,28.1
239,세종,2019-09-06,.6
239,세종,2019-09-07,1.4
239,세종,2019-09-08,.6
239,세종,2019-09-09,7.2
239,세종,2019-09-11,1.8
239,세종,2019-09-12,10.1
239,세종,2019-09-21,39.2
239,세종,2019-09-22,62.7
239,세종,2019-10-02,66.2
239,세종,2019-10-03,14.2
239,세종,2019-10-07,8.4
239,세종,2019-10-29,2.8
239,세종,2019-11-10,16.6
239,세종,2019-11-11,3.2
239,세종,2019-11-13,1.5
239,세종,2019-11-15,.2
239,세종,2019-11-16,2
239,세종,2019-11-17,74.6
239,세종,2019-11-18,11
239,세종,2019-11-19,.1
239,세종,2019-11-23,.1
239,세종,2019-11-24,2.9
239,세종,2019-11-26,0
239,세종,2019-12-01,8.9
239,세종,2019-12-03,.8
239,세종,2019-12-04,0
239,세종,2019-12-14,.9
239,세종,2019-12-17,2.2
239,세종,2019-12-20,.1
239,세종,2019-12-23,.2
239,세종,2019-12-26,3.2
239,세종,2019-12-29,9.3
239,세종,2019-12-30,.9
239,세종,2020-01-06,11.8
239,세종,2020-01-07,63.3
239,세종,2020-01-08,2.8
239,세종,2020-01-22,.4
239,세종,2020-01-27,3
239,세종,2020-02-04,.9
239,세종,2020-02-05,0
239,세종,2020-02-12,12.8
239,세종,2020-02-15,1.4
239,세종,2020-02-16,8.7
239,세종,2020-02-17,1.5
239,세종,2020-02-18,.2
239,세종,2020-02-21,1.9
239,세종,2020-02-22,1.9
239,세종,2020-02-24,.2
239,세종,2020-02-25,54.5
239,세종,2020-02-28,5.7
239,세종,2020-03-09,1.1
239,세종,2020-03-10,6.3
239,세종,2020-03-26,.2
239,세종,2020-03-27,15
239,세종,2020-04-12,.8
239,세종,2020-04-17,5.1
239,세종,2020-04-18,.2
239,세종,2020-04-19,11.5
239,세종,2020-05-03,4.6
239,세종,2020-05-05,1.9
239,세종,2020-05-08,7.3
239,세종,2020-05-09,18.7
239,세종,2020-05-10,.7
239,세종,2020-05-11,.1
239,세종,2020-05-12,0
239,세종,2020-05-15,30.3
239,세종,2020-05-16,.4
239,세종,2020-05-18,15.6
239,세종,2020-05-19,5
239,세종,2020-05-24,7
239,세종,2020-05-26,0
239,세종,2020-06-01,.7
239,세종,2020-06-02,0
239,세종,2020-06-03,.6
239,세종,2020-06-06,34
239,세종,2020-06-10,66.2
239,세종,2020-06-11,11.8
239,세종,2020-06-12,3.1
239,세종,2020-06-13,5.7
239,세종,2020-06-14,.5
239,세종,2020-06-18,.2
239,세종,2020-06-19,1.9
239,세종,2020-06-20,0
239,세종,2020-06-24,4.2
239,세종,2020-06-25,3.4
239,세종,2020-06-26,.2
239,세종,2020-06-29,48.2
239,세종,2020-06-30,33.5
239,세종,2020-07-01,.5
239,세종,2020-07-03,.5
239,세종,2020-07-06,0
239,세종,2020-07-07,0
239,세종,2020-07-10,7.8
239,세종,2020-07-12,31.6
239,세종,2020-07-13,120.4
239,세종,2020-07-14,13.6
239,세종,2020-07-15,3.5
239,세종,2020-07-19,12.7
239,세종,2020-07-20,14.4
239,세종,2020-07-22,22.8
239,세종,2020-07-23,51.3
239,세종,2020-07-24,22.8
239,세종,2020-07-25,10.6
239,세종,2020-07-27,15
239,세종,2020-07-28,1.3
239,세종,2020-07-29,26.6
239,세종,2020-07-30,76.7
239,세종,2020-07-31,4.3
239,세종,2020-08-01,30
239,세종,2020-08-02,29.3
239,세종,2020-08-03,14.6
239,세종,2020-08-04,16.7
239,세종,2020-08-05,22
239,세종,2020-08-06,27
239,세종,2020-08-07,22.8
239,세종,2020-08-08,36.5
239,세종,2020-08-09,24.1
239,세종,2020-08-10,27.6
239,세종,2020-08-11,69.2
239,세종,2020-08-12,26.2
239,세종,2020-08-22,.8
239,세종,2020-08-26,1.5
239,세종,2020-08-27,20
239,세종,2020-08-28,71.3
239,세종,2020-08-29,28.3
239,세종,2020-08-30,33.1
239,세종,2020-08-31,.1
239,세종,2020-09-02,28.9
239,세종,2020-09-03,50
239,세종,2020-09-06,16.3
239,세종,2020-09-07,45.2
239,세종,2020-09-09,7.1
239,세종,2020-09-11,3.6
239,세종,2020-09-12,9.9
239,세종,2020-09-16,3
239,세종,2020-09-17,7.3
239,세종,2020-09-19,0
239,세종,2020-10-03,5.9
239,세종,2020-10-04,.3
239,세종,2020-10-12,.2
239,세종,2020-11-01,5.1
239,세종,2020-11-03,.1
239,세종,2020-11-06,.3
239,세종,2020-11-17,2.9
239,세종,2020-11-18,3.3
239,세종,2020-11-19,32.1
239,세종,2020-11-22,6.3
239,세종,2020-12-13,.7
239,세종,2020-12-18,.3
239,세종,2020-12-25,.3
239,세종,2020-12-29,1.8
239,세종,2020-12-30,.4
239,세종,2021-01-01,1.1
239,세종,2021-01-06,2.4
239,세종,2021-01-07,1
239,세종,2021-01-12,.7
239,세종,2021-01-18,2.1
239,세종,2021-01-21,6.8
239,세종,2021-01-22,2.2
239,세종,2021-01-26,3.5
239,세종,2021-01-28,2.2
239,세종,2021-02-01,7.5
239,세종,2021-02-03,.8
239,세종,2021-02-04,2
239,세종,2021-02-14,.6
239,세종,2021-02-15,.5
239,세종,2021-02-16,2.7
239,세종,2021-02-17,.1
239,세종,2021-02-18,.2
239,세종,2021-03-01,63.3
239,세종,2021-03-04,2.3
239,세종,2021-03-12,6.4
239,세종,2021-03-16,.2
239,세종,2021-03-20,5.4
239,세종,2021-03-27,20
239,세종,2021-03-28,2.2
239,세종,2021-04-03,27.3
239,세종,2021-04-04,5.9
239,세종,2021-04-12,18.2
239,세종,2021-04-13,1.1
239,세종,2021-04-16,.3
239,세종,2021-04-23,0
239,세종,2021-04-28,.2
239,세종,2021-04-29,2.3
239,세종,2021-04-30,.7
239,세종,2021-05-01,.8
239,세종,2021-05-02,4.7
239,세종,2021-05-04,6
239,세종,2021-05-05,.6
239,세종,2021-05-07,1.9
239,세종,2021-05-10,14.8
239,세종,2021-05-11,1.5
239,세종,2021-05-15,2
239,세종,2021-05-16,30.9
239,세종,2021-05-17,4.9
239,세종,2021-05-20,15.8
239,세종,2021-05-21,.5
239,세종,2021-05-25,1.8
239,세종,2021-05-27,2.7
239,세종,2021-05-28,38.5
239,세종,2021-05-30,6.6
239,세종,2021-05-31,7.9
239,세종,2021-06-03,25.5
239,세종,2021-06-04,.4
239,세종,2021-06-06,.5
239,세종,2021-06-10,1.9
239,세종,2021-06-11,13.7
239,세종,2021-06-15,1.1
239,세종,2021-06-17,0
239,세종,2021-06-18,2.6
239,세종,2021-06-23,3.6
239,세종,2021-06-25,4.9
239,세종,2021-06-26,10.5
239,세종,2021-06-28,0
239,세종,2021-06-29,3.1
239,세종,2021-07-03,60.3
239,세종,2021-07-04,7.3
239,세종,2021-07-05,3.2
239,세종,2021-07-06,9.1
239,세종,2021-07-07,27.5
239,세종,2021-07-08,27.1
239,세종,2021-07-09,10.1
239,세종,2021-07-11,.3
239,세종,2021-07-16,0
239,세종,2021-07-18,18.8
239,세종,2021-07-19,3.6
239,세종,2021-07-31,13.4
239,세종,2021-08-01,12
239,세종,2021-08-02,11.5
239,세종,2021-08-03,2
239,세종,2021-08-05,0
239,세종,2021-08-10,0
239,세종,2021-08-14,2.3
239,세종,2021-08-18,0
239,세종,2021-08-19,0
239,세종,2021-08-21,34
239,세종,2021-08-22,0
239,세종,2021-08-23,61.9
239,세종,2021-08-24,25.1
239,세종,2021-08-25,39.3
239,세종,2021-08-27,12.9
239,세종,2021-08-29,23.3
239,세종,2021-08-30,.4
239,세종,2021-08-31,7.4
239,세종,2021-09-01,63.6
239,세종,2021-09-05,.4
239,세종,2021-09-06,42.5
239,세종,2021-09-07,6.7
239,세종,2021-09-17,7.6
239,세종,2021-09-21,46.3
239,세종,2021-09-22,5
239,세종,2021-09-28,1.3
239,세종,2021-09-29,11.2
239,세종,2021-10-02,3
239,세종,2021-10-07,4
239,세종,2021-10-10,.5
239,세종,2021-10-11,13.4
239,세종,2021-10-15,4.7
239,세종,2021-10-16,5.3
239,세종,2021-10-19,5.5
239,세종,2021-11-04,.1
239,세종,2021-11-08,21.4
239,세종,2021-11-09,3.6
239,세종,2021-11-10,3.2
239,세종,2021-11-11,.2
239,세종,2021-11-12,0
239,세종,2021-11-22,3.5
239,세종,2021-11-23,.3
239,세종,2021-11-30,28.6
239,세종,2021-12-01,.1
239,세종,2021-12-02,.7
239,세종,2021-12-03,1.8
239,세종,2021-12-10,1.5
239,세종,2021-12-14,.4
239,세종,2021-12-15,.4
239,세종,2021-12-17,.2
239,세종,2021-12-18,1.1
239,세종,2021-12-19,.7
239,세종,2021-12-27,.2
239,세종,2021-12-29,0
239,세종,2021-12-30,.9
239,세종,2022-01-10,.3
239,세종,2022-01-11,.1
239,세종,2022-01-16,.5
239,세종,2022-01-19,.3
239,세종,2022-01-25,1.1
239,세종,2022-01-31,.4
239,세종,2022-02-01,.1
239,세종,2022-02-04,.1
239,세종,2022-02-05,0
239,세종,2022-02-14,.4
239,세종,2022-02-16,.1
239,세종,2022-02-26,1.5
239,세종,2022-03-01,1.4
239,세종,2022-03-13,23.7
239,세종,2022-03-14,6.9
239,세종,2022-03-17,6.7
239,세종,2022-03-18,3.5
239,세종,2022-03-19,8.6
239,세종,2022-03-25,11.2
239,세종,2022-03-26,15.1
239,세종,2022-03-30,0
239,세종,2022-04-07,.8
239,세종,2022-04-13,19
239,세종,2022-04-14,1.8
239,세종,2022-04-25,3
239,세종,2022-04-26,17
239,세종,2022-04-29,12.1
239,세종,2022-05-08,.7
239,세종,2022-05-09,3.7
239,세종,2022-05-26,5
239,세종,2022-06-05,4
239,세종,2022-06-06,1.1
239,세종,2022-06-07,.4
239,세종,2022-06-09,0
239,세종,2022-06-14,2.3
239,세종,2022-06-15,20.3
239,세종,2022-06-23,18.2
239,세종,2022-06-24,9.4
239,세종,2022-06-27,.1
239,세종,2022-06-29,49.9
239,세종,2022-06-30,12.8
239,세종,2022-07-03,51.7
239,세종,2022-07-06,2
239,세종,2022-07-07,9.5
239,세종,2022-07-08,.2
239,세종,2022-07-10,2.4
239,세종,2022-07-11,3.8
239,세종,2022-07-13,17.7
239,세종,2022-07-14,.2
239,세종,2022-07-18,76.8
239,세종,2022-07-21,22.7
239,세종,2022-07-23,22.9
239,세종,2022-07-24,7.5
239,세종,2022-07-28,4.4
239,세종,2022-07-31,17.7
239,세종,2022-08-01,4.7
239,세종,2022-08-02,0
